"siteID","Year","Longitude-DD","Latitude-DD","finalweight_all","TN","TP","TDS","LRBS","TotHab","VSCIVCPMI","MetalCCU","VSCIstatus","TotHabstatus","TNstatus","TPstatus","TDSstatus","MetalCCUstatus","LRBSstatus"
"2-TYE008.77_2011",2011,-78.90302594,37.63333906,2.8663940397351,0.29,0.03,39,0.334,162.5,70.76,1.363,"Good","Good","Good",NA,"Good",NA,"Good"
"2-WLS023.10",2011,-78.2681,37.5731,11.4655761589404,0.5,0.02,142,-0.954,116,50.36,0.4402,NA,"Poor","Good","Good",NA,"Good",NA
"2-XVX000.62_2011",2011,-77.98928727,37.70786314,54.5948827292111,0.24,0.01,38,-1.895,135,48.775,0.3085,"Poor",NA,"Good","Good","Good","Good","Poor"
"3-XHU000.04",2011,-77.9945,38.8492,218.379530916844,0.825,0.035,74,-1.79,113.5,47.88,0.3434,"Poor","Poor","Good",NA,"Good","Good","Poor"
"4ABAU011.17_2011",2011,-79.83430458,36.78166654,13.5445544554455,0.985,0.055,63,-1.704,78,38.83,0.4337,"Poor","Poor","Good","Poor","Good","Good","Poor"
"4ACNT022.05",2011,-79.8873,36.859,37.956487804878,0.21,0.02,66,-0.612,123,59.66,0.4954,NA,NA,"Good","Good","Good","Good",NA
"4ADEV000.64",2011,-78.537,36.849,54.1782178217822,0.425,0.035,90,-0.811,126,60.03,0.6314,"Good",NA,"Good",NA,"Good","Good",NA
"4AGEO006.26",2011,-79.3096,36.9328,37.956487804878,0.585,0.02,47,-0.6,147.5,55.855,0.494,NA,NA,"Good","Good","Good","Good",NA
"4AHLL000.45",2011,-79.7098,36.5575,218.379530916844,0.28,0.05,76,-1.486,126.5,54.725,0.5059,NA,NA,"Good",NA,"Good","Good","Poor"
"4APGG063.32",2011,-79.9136,36.9697,37.956487804878,0.565,0.025,68,-0.166,133.5,63.205,0.307,"Good",NA,"Good",NA,"Good","Good","Good"
"4ASCE007.71",2011,-79.3236,37.0582,54.1782178217822,0.265,0.02,51,-0.997,116.5,68.71,0.4743,"Good","Poor","Good","Good","Good","Good",NA
"4AXOD000.38",2011,-79.4763,37.3454,218.379530916844,1.275,0.13,103,-1.166,124,65.14,0.2726,"Good",NA,NA,"Poor",NA,"Good","Poor"
"4AXSP001.93",2011,-80.1882,36.6272,218.379530916844,0.83,0.015,36,-0.67,160.5,72.025,0.5186,"Good","Good","Good","Good","Good","Good",NA
"4BBIR002.57",2011,-80.5466,36.6331,218.379530916844,0.355,0.04,32,-1.483,149,76.26,0.3314,"Good",NA,"Good",NA,"Good","Good","Poor"
"4BELK000.96",2011,-80.6471,36.6445,54.1782178217822,0.42,0.02,33,-1.122,141.5,74.195,0.1956,"Good",NA,"Good","Good","Good","Good","Poor"
"5AKIT002.65_2011",2011,-78.35759661,36.93005048,54.5948827292111,1.99,0.19,116,-0.478,141.5,34.74,0.3547,"Poor",NA,NA,"Poor",NA,"Good","Good"
"5AMSA001.80",2011,-76.7909,36.5549,54.1782178217822,2.13,0.505,144,NA,161,33.98726834,2.425,"Poor","Good","Poor","Poor",NA,"Poor",NA
"5ASTO002.58",2011,-77.1193,37.8071,11.4655761589404,0.77,0.055,82,NA,147.5,74.95313025,0.7612,"Good",NA,"Good","Poor","Good","Good",NA
"5AXIA000.48",2011,-78.2007,37.0387,54.1782178217822,0.135,0.01,81,0.136,161,61.72,0.4267,"Good","Good","Good","Good","Good","Good","Good"
"6AFOX001.69_2011",2011,-82.16605093,37.15926553,54.5948827292111,0.24,0.006,146,-0.666,131,62.74,0.2707,"Good",NA,"Good","Good",NA,"Good",NA
"6AMCR007.85",2011,-82.3606,37.1621,24.9902078651685,0.12,0.01,NA,-0.284,110,61.79,NA,"Good","Poor","Good","Good",NA,NA,"Good"
"6BMOL001.75",2011,-82.3226,36.7853,54.1782178217822,1.38,0.02,155,-0.844,146.5,76.11,0.2359,"Good",NA,NA,"Good",NA,"Good",NA
"6CLAL000.19",2011,-81.8294,36.6494,24.9902078651685,0.395,0.015,57,0.453,169,70.825,0.3399,"Good","Good","Good","Good","Good","Good","Good"
"7-XEQ000.85",2011,-76.8058,37.7766,218.379530916844,0.605,0.12,44,-1.364,159.5,49.98501439,1.06,"Poor","Good","Good","Poor","Good",NA,"Poor"
"8-MPN043.76",2011,-78.0099,37.3343,54.1782178217822,0.765,0.075,72,NA,158,75.21,0.8155,"Good","Good","Good","Poor","Good","Good",NA
"8-POR015.70_2011",2011,-77.63950811,38.20339415,6.24755196629213,0.555,0.04,60,0.009,144,58.76,1.08,NA,NA,"Good",NA,"Good",NA,"Good"
"8-RIG004.13",2011,-77.9388,38.2339,37.956487804878,0.385,0.04,54,-0.192,160.5,69.75,0.6036,"Good","Good","Good",NA,"Good","Good","Good"
"8-XJE000.48",2011,-77.7473,37.8848,54.1782178217822,0.185,0.02,60,-1.096,138.5,62.735,0.4806,"Good",NA,"Good","Good","Good","Good","Poor"
"9-ECM001.01",2011,-81.2707,36.7169,54.1782178217822,0.425,0.03,46,-1.598,141.5,69.795,0.3189,"Good",NA,"Good",NA,"Good","Good","Poor"
"9-WLK033.29",2011,-80.8549,37.1627,11.4655761589404,0.355,0.015,103,0.73,160.5,60.86,0.2275,"Good","Good","Good","Good",NA,"Good",NA
"1ACAX003.81",2012,-77.5685,39.2577,24.9902078651685,0.87,0.055,10,0.481,150,63.895,0.4295,"Good",NA,"Good","Poor","Good","Good","Good"
"1AGOO018.17",2012,-77.666,39.0299,24.9902078651685,0.685,0.04,3,-0.159,113.5,74.1,0.361,"Good","Poor","Good",NA,"Good","Good","Good"
"1AXMJ000.42_2012",2012,-77.5055,38.6375,18.0594059405941,0.105,0.02,2,0.179,167,75.915,0.4437,"Good","Good","Good","Good","Good","Good","Good"
"1BMIL006.68",2012,-78.7295,38.7678,54.1782178217822,0.625,0.015,4,0.472,151.5,40.04,0.1413,"Poor","Good","Good","Good","Good","Good","Good"
"2-BCR007.68",2012,-79.1005,37.3231,37.956487804878,0.38,0.01,2,-0.542,139.5,63.575,0.3554,"Good",NA,"Good","Good","Good","Good",NA
"2BLIR007.16",2012,-79.1644,37.7645,218.379530916844,0.22,0.02,3,NA,176,82.06,0.3426,"Good","Good","Good","Good","Good","Good",NA
"2BXRK001.64_2012",2012,-78.7299,37.8114,72.7931769722814,0.28,0.01,65,-1.438,149,73.34,0.4446,"Good",NA,"Good","Good","Good","Good","Poor"
"2-HAM000.37_2012",2012,-80.021,37.4128,18.0594059405941,0.4,0.035,10,-0.35,155,73.5,0.1404,"Good","Good","Good",NA,"Good","Good","Good"
"2-LIT004.77",2012,-78.3158,37.1737,54.1782178217822,0.115,0.02,5,-2.419,122,59.42,0.3144,NA,NA,"Good","Good","Good","Good","Poor"
"2-SDV001.02",2012,-78.4369,38.2883,218.379530916844,1.005,0.04,9,-1.053,134,39.005,0.3377,"Poor",NA,NA,NA,"Good","Good","Poor"
"3-CAE012.67",2012,-77.873,38.812,37.956487804878,0.765,0.05,4,-0.203,129.5,66.425,0.3836,"Good",NA,"Good",NA,"Good","Good","Good"
"3-PBC005.12",2012,-77.1443,38.1205,54.1782178217822,0.44,0.09,14,-2.577,150.5,15.8967343,0.7171,"Poor","Good","Good","Poor","Good","Good","Poor"
"4ABDB004.35",2012,-79.0461,36.9056,54.1782178217822,0.16,0.045,4,-1.26,105.5,50.46,0.3773,NA,"Poor","Good",NA,"Good","Good","Poor"
"4ABNN002.17_2012",2012,-78.6383,36.7999,18.0594059405941,0.35,0.065,4,-0.508,111,45.98,0.2676,"Poor","Poor","Good","Poor","Good","Good",NA
"4ABOE005.27",2012,-79.7215,37.3111,37.956487804878,0.155,0.055,6,-0.023,133,52.44,0.3881,NA,NA,"Good","Poor","Good","Good","Good"
"4AGSH001.28",2012,-80.0485,37.3081,218.379530916844,0.335,0.02,4,-1.331,132.5,47.935,0.1539,"Poor",NA,"Good","Good","Good","Good","Poor"
"4ALOR008.93",2012,-79.453,37.3019,37.956487804878,2.825,0.375,18,-1.557,100,38.05,0.3101,"Poor","Poor","Poor","Poor","Good","Good","Poor"
"4APGG011.14",2012,-79.5383,36.9326,11.4655761589404,0.695,0.105,48,-1.068,137.5,68.405,0.9466,"Good",NA,"Good","Poor","Good","Good","Poor"
"4APOP000.10",2012,-78.5219,36.6902,54.1782178217822,0.64,0.035,6,0.461,108.5,54.71,0.8572,NA,"Poor","Good",NA,"Good","Good","Good"
"4ARAB003.64",2012,-79.2684,37.057,54.1782178217822,0.185,0.015,3,-1.103,117.5,57.3,0.4406,NA,"Poor","Good","Good","Good","Good","Poor"
"4ASDE002.18",2012,-79.2961,36.7652,54.1782178217822,0.325,0.015,4,-1.348,113,44.04,0.3718,"Poor","Poor","Good","Good","Good","Good","Poor"
"4ASRE063.69_2012",2012,-80.1617,36.8436,12.652162601626,0.11,0.01,2,-0.441,168,79.74,0.2922,"Good","Good","Good","Good","Good","Good","Good"
"4ASSP000.64",2012,-79.6023,36.6724,24.9902078651685,0.235,0.015,7,-1.327,114,55.88,0.4534,NA,"Poor","Good","Good","Good","Good","Poor"
"4AXOE001.26",2012,-80.3812,36.648,218.379530916844,0.38,0.025,13,-0.773,152.5,79.615,0.3809,"Good","Good","Good",NA,"Good","Good",NA
"4AXOF001.26",2012,-79.7009,36.802,218.379530916844,0.08,0.01,2,-0.324,154,74.15,0.3353,"Good","Good","Good","Good","Good","Good","Good"
"4AXOL000.94_2012",2012,-79.6358,37.3432,72.7931769722814,0.63,0.035,10,0.45,117.5,50.03,NA,NA,"Poor","Good",NA,"Good",NA,"Good"
"4AXVO000.50",2012,-78.5273,37.075,218.379530916844,0.49,0.07,15,-1.298,106,38.46,0.5382,"Poor","Poor","Good","Poor","Good","Good","Poor"
"5AFRC011.93",2012,-78.1324,36.9284,37.956487804878,0.61,0.07,7,-1.387,111,36.39,0.4634,"Poor","Poor","Good","Poor","Good","Good","Poor"
"5AMLL000.03",2012,-78.1492,37.142,54.1782178217822,1.135,0.82,5,-1.296,108.5,44.465,0.6526,"Poor","Poor",NA,"Poor","Good","Good","Poor"
"5AXEC000.76",2012,-77.0959,36.648,54.1782178217822,1.455,0.035,9,-2.214,159.5,62.12557608,2.792,"Good","Good",NA,NA,"Good","Poor","Poor"
"5AXED000.75",2012,-76.8915,36.8219,218.379530916844,1.565,0.025,23,-3.594,158.5,46.78989845,1.434,"Poor","Good",NA,NA,"Good",NA,"Poor"
"6AGRF002.36",2012,-82.0172,37.1627,37.956487804878,0.36,0.01,3,0.09,146.5,56.28,0.2636,NA,NA,"Good","Good","Good","Good","Good"
"6AMCR005.94",2012,-82.3514,37.174,24.9902078651685,0.25,0.01,2,0.408,169.5,57.86,0.3866,NA,"Good","Good","Good","Good","Good","Good"
"6ARLF000.06_2012",2012,-82.4412,37.115,72.7931769722814,0.25,0.01,1,NA,159,50.73,0.3051,NA,"Good","Good","Good","Good","Good",NA
"6BLTL003.31",2012,-82.0791,36.8975,37.956487804878,1.545,0.03,21,-0.354,155.5,59.255,0.1668,NA,"Good",NA,NA,"Good","Good","Good"
"6BLTR022.98",2012,-81.7541,37.0263,37.956487804878,1.295,0.02,5,0.234,155,68.905,0.1739,"Good","Good",NA,"Good","Good","Good","Good"
"6CCOV002.54",2012,-82.3631,36.6527,37.956487804878,0.74,0.015,2,0.318,148,73.08,0.167,"Good",NA,"Good","Good","Good","Good","Good"
"8-BLC002.88",2012,-77.0956,37.5714,37.956487804878,0.35,0.055,6,0.878,144.5,69.9656757,0.243,"Good",NA,"Good","Poor","Good","Good",NA
"8-PMK088.14",2012,-77.3704,37.7888,11.4655761589404,0.805,0.06,8,NA,156,77.31561736,0.8177,"Good","Good","Good","Poor","Good","Good",NA
"9-LRR012.30_2012",2012,-81.4593,37.2569,72.7931769722814,1.715,0.03,3,-1.811,87,53.625,0.2039,NA,"Poor",NA,NA,"Good","Good","Poor"
"9-WLK016.78",2012,-80.7374,37.2093,11.4655761589404,0.405,0.01,1,0.527,164,68.365,0.1744,"Good","Good","Good","Good","Good","Good",NA
"9-XFH000.92",2012,-81.1506,36.6384,218.379530916844,12.93,0.76,239,-2.395,70.5,29.545,0.3081,"Poor","Poor","Poor","Poor",NA,"Good","Poor"
"1ABED009.37",2013,-77.5014,38.5503,54.1782178217822,0.385,0.04,33,-0.31,178.5,69.06,1.169,"Good","Good","Good",NA,"Good",NA,"Good"
"1AGOO039.63",2013,-77.8737,38.9294,24.9902078651685,0.465,0.02,3,-0.82,120.5,69.09,0.2796,"Good",NA,"Good","Good","Good","Good",NA
"1ALIV004.79",2013,-77.6395,38.9752,37.956487804878,0.575,0.035,5,-0.187,130,68.52,0.3515,"Good",NA,"Good",NA,"Good","Good","Good"
"1BMSS001.35",2013,-79.0172,38.3749,54.1782178217822,1.75,0.03,7,-1.982,122,52.25,0.107,NA,NA,NA,NA,"Good","Good","Poor"
"2ABLD014.73",2013,-79.5598,37.7488,37.956487804878,0.385,0.02,9,-0.25,144,50.64,0.1597,NA,NA,"Good","Good","Good","Good","Good"
"2BCBL002.86",2013,-79.0001,37.8778,218.379530916844,0.085,0.025,4,-0.528,183,77.39,0.2969,"Good","Good","Good",NA,"Good","Good",NA
"2BMCM014.13",2013,-78.6722,38.0289,24.9902078651685,0.245,0.035,2,-0.959,146.5,56.47,0.3243,NA,NA,"Good",NA,"Good","Good",NA
"2BRKR012.86",2013,-78.9088,37.7253,54.1782178217822,0.425,0.08,26,-1.316,144.5,61.25,0.4066,"Good",NA,"Good","Poor","Good","Good","Poor"
"2BXAP001.46",2013,-78.0485,37.7375,218.379530916844,0.27,0.01,8,-1.989,141,61.77,1.026,"Good",NA,"Good","Good","Good",NA,"Poor"
"2DAPP112.19",2013,-78.4018,37.3126,24.9902078651685,0.27,0.03,7,-0.884,144,68.23,0.3869,"Good",NA,"Good",NA,"Good","Good",NA
"2-DCK003.94_2013",2013,-80.348,37.4635,13.5445544554455,0.61,0.01,5,-0.086,179,68.86,0.9446,"Good","Good","Good","Good","Good","Good","Good"
"2-DDY000.75_2013",2013,-79.3761,38.1773,54.5948827292111,0.23,0.002,2,-0.271,173.5,76.63,0.2838,"Good","Good","Good","Good","Good","Good","Good"
"2DXAH000.79",2013,-78.2824,37.4332,54.1782178217822,0.375,0.025,3,-1.132,125.5,52.01,0.7438,NA,NA,"Good",NA,"Good","Good","Poor"
"2-KSL003.95",2013,-77.4565,37.4098,37.956487804878,0.51,0.03,4,NA,146,60.8,2.586,"Good",NA,"Good",NA,"Good","Poor",NA
"2-LIJ003.06_2013",2013,-79.1587,37.8851,54.5948827292111,0.21,0.035,7,-0.844,156,81.68,0.2962,"Good","Good","Good",NA,"Good","Good",NA
"2-RED003.65_2013",2013,-79.3833,37.5091,6.24755196629213,0.45,0.035,13,-0.314,165.5,67.46,0.3227,"Good","Good","Good",NA,"Good","Good","Good"
"2-TYE008.77_2013",2013,-78.903,37.6333,2.8663940397351,0.265,0.03,2,0.212,168.5,61.65,1.648,"Good","Good","Good",NA,"Good",NA,"Good"
"2-XVX000.62_2013",2013,-77.9893,37.7079,54.5948827292111,0.305,0.02,6,-2.028,145.5,57.17,0.6562,NA,NA,"Good","Good","Good","Good","Poor"
"3-LIA003.14",2013,-77.4163,38.3015,218.379530916844,0.64,0.07,11,-0.543,115.5,43.57,0.9197,"Poor","Poor","Good","Poor","Good","Good",NA
"4ABAU011.17_2013",2013,-79.8343,36.7817,13.5445544554455,0.845,0.07,44,-1.53,110,36.2,0.5804,"Poor","Poor","Good","Poor","Good","Good","Poor"
"4AFRV017.85",2013,-78.9505,37.1957,24.9902078651685,0.295,0.02,4,-0.641,134,62.68,0.4904,"Good",NA,"Good","Good","Good","Good",NA
"4ALPP004.52",2013,-77.9771,36.6142,54.1782178217822,0.32,0.055,9,-0.111,114.5,56.09,0.4124,NA,"Poor","Good","Poor","Good","Good","Good"
"4AMEY006.72",2013,-79.0349,37.1835,37.956487804878,0.35,0.025,3,-0.522,140.5,55.24,0.502,NA,NA,"Good",NA,"Good","Good",NA
"4ASDA004.94",2013,-79.9484,36.9313,37.956487804878,0.55,0.04,7,-0.317,137.5,51.71,0.3112,NA,NA,"Good",NA,"Good","Good","Good"
"4ATRB000.97",2013,-79.2515,37.192,37.956487804878,0.21,0.006,9,0.88,135,62.29,0.3483,"Good",NA,"Good","Good","Good","Good",NA
"4AXVP000.20",2013,-79.3518,36.6194,218.379530916844,0.455,0.06,16,0.397,145.5,66.55,0.6144,"Good",NA,"Good","Poor","Good","Good","Good"
"4AXVQ000.77",2013,-79.2937,36.6268,218.379530916844,0.245,0.03,19,1.479,122,24.08,0.4752,"Poor",NA,"Good",NA,"Good","Good",NA
"5AHRA005.94",2013,-77.5003,37.1379,37.956487804878,0.675,0.05,7,-0.756,161,78.39,1.023,"Good","Good","Good",NA,"Good",NA,NA
"5AKIT002.65_2013",2013,-78.3576,36.9301,54.5948827292111,0.73,0.085,8,-0.327,119,46.68,0.5499,"Poor","Poor","Good","Poor","Good","Good","Good"
"5AMRS002.93",2013,-77.5985,36.8356,54.1782178217822,0.39,0.04,20,-1.678,127,62.92,1.488,"Good",NA,"Good",NA,"Good",NA,"Poor"
"6ADIS022.34",2013,-81.8015,37.239,218.379530916844,0.3,0.01,9,-1.061,149.5,50.89,0.5616,NA,NA,"Good","Good","Good","Good","Poor"
"6AFOX001.69_2013",2013,-82.1660509325,37.159265525,54.5948827292111,0.295,0.01,3,-0.753,143.5,75.1,0.4615,"Good",NA,"Good","Good","Good","Good",NA
"6ASAT011.43",2013,-81.9537,37.3086,54.1782178217822,0.235,0.01,4,0.293,149,61.08,0.5482,"Good",NA,"Good","Good","Good","Good","Good"
"6BPLL001.61_2013",2013,-82.7716,36.8654,18.978243902439,0.54,0.01,3,0.043,144.5,52.88,0.5099,NA,NA,"Good","Good","Good","Good","Good"
"6BPWL020.93",2013,-82.8947,36.8435,37.956487804878,0.28,0.015,13,-0.83,108.5,58.35,0.3768,NA,"Poor","Good","Good","Good","Good",NA
"8-POR015.70_2013",2013,-77.6395,38.2034,6.24755196629213,0.26,0.03,6,0.647,163,72.43,0.6059,"Good","Good","Good",NA,"Good","Good",NA
"8-SAR094.59",2013,-78.1475,38.0681,37.956487804878,0.3,0.04,5,-0.539,156,71.42,0.551,"Good","Good","Good",NA,"Good","Good",NA
"8-TLR005.30",2013,-77.6973,37.7835,37.956487804878,0.38,0.03,89,-0.541,143,54.78,0.4624,NA,NA,"Good",NA,"Good","Good",NA
"9-CST012.63",2013,-80.9337,36.6704,37.956487804878,0.65,0.02,5,-0.328,126,53.84,0.7832,NA,NA,"Good","Good","Good","Good","Good"
"9-DEN000.39",2013,-80.9862,36.8622,54.1782178217822,1.495,0.02,6,0.567,158,56.12,0.1663,NA,"Good",NA,"Good","Good","Good",NA
"9-PLK000.79",2013,-80.8103,37.0515,54.1782178217822,0.085,0.006,2,0.277,176,76.37,0.3969,"Good","Good","Good","Good","Good","Good","Good"
"9-RDC049.02",2013,-81.2811,36.9813,37.956487804878,0.12,0.01,3,0.104,154.5,60.29,1.161,"Good","Good","Good","Good","Good",NA,"Good"
"1ACER012.66",2014,-77.5851,38.6402,24.9902078651685,0.74,0.04,104,0.597,142.5,54.46,0.6697,NA,NA,"Good",NA,NA,"Good",NA
"1AKET012.22",2014,-77.6661,38.7251,54.1782178217822,0.41,0.035,144,-1.082,153.5,41.57,0.3777,"Poor","Good","Good",NA,NA,"Good","Poor"
"1AXLB000.05",2014,-77.5038,38.4278,218.379530916844,0.26,0.015,107,-0.269,134.5,37.48,0.429,"Poor",NA,"Good","Good",NA,"Good","Good"
"1AXMJ000.42_2014",2014,-77.5055,38.6375,18.0594059405941,0.11,0.025,55,0.322,160.5,70.09,0.6956,"Good","Good","Good",NA,"Good","Good","Good"
"1BGSR000.58",2014,-78.4385,39.0741,54.1782178217822,0.215,0.03,80,-0.02,161.5,66.62,0.2375,"Good","Good","Good",NA,"Good","Good","Good"
"1BNFS093.80",2014,-78.8566,38.6353,24.9902078651685,0.475,0.01,67,0.865,175,75.61,0.4082,"Good","Good","Good","Good","Good","Good",NA
"2BGOW001.00",2014,-78.8438,37.9838,54.1782178217822,0.43,0.03,40,-0.076,128,74.49,0.4379,"Good",NA,"Good",NA,"Good","Good","Good"
"2BPRS001.90",2014,-79.1456,37.7908,54.1782178217822,0.18,0.02,17,-0.427,177.5,80.76,0.1471,"Good","Good","Good","Good","Good","Good","Good"
"2-BSR012.33",2014,-78.3943,37.1725,37.956487804878,0.41,0.035,81,-0.629,126.5,67.75,0.9291,"Good",NA,"Good",NA,"Good","Good",NA
"2BXRK001.64_2014",2014,-78.7299,37.8114,72.7931769722814,0.155,0.015,29,-1.611,144,66.54,NA,"Good",NA,"Good","Good","Good",NA,"Poor"
"2-BYN001.90",2014,-78.5307,37.5415,54.1782178217822,0.27,0.02,57,-0.973,138,68.36,0.8992,"Good",NA,"Good","Good","Good","Good",NA
"2-CRG015.50",2014,-79.9297,37.6487,24.9902078651685,0.165,0.01,53,NA,167.5,80.99,0.4211,"Good","Good","Good","Good","Good","Good",NA
"2-HAM000.37_2014",2014,-80.021,37.4128,18.0594059405941,0.195,0.02,181,0.236,157.5,69.78,0.06712,"Good","Good","Good","Good",NA,"Good","Good"
"2-JED008.07",2014,-80.1939,37.7974,54.1782178217822,0.585,0.01,63,-0.261,163,76.72,0.2215,"Good","Good","Good","Good","Good","Good","Good"
"3-HAZ035.32",2014,-78.1917,38.5546,54.1782178217822,0.175,0.03,36,-0.506,174.5,73.8,0.3998,"Good","Good","Good",NA,"Good","Good",NA
"3-RAP015.25",2014,-77.7808,38.3714,11.4655761589404,0.675,0.03,54,NA,160,69.19,0.5947,"Good","Good","Good",NA,"Good","Good",NA
"4ABLG001.95",2014,-80.176,37.1527,54.1782178217822,0.035,0.01,5,0.17,196.5,85.4,0.2563,"Good","Good","Good","Good","Good","Good","Good"
"4ABNN002.17_2014",2014,-78.6383,36.7999,18.0594059405941,0.24,0.055,82,-0.771,100,54.41,0.4106,NA,"Poor","Good","Poor","Good","Good",NA
"4ABST009.45",2014,-78.617,36.7319,24.9902078651685,0.47,0.04,78,-1.301,125,62.26,0.3671,"Good",NA,"Good",NA,"Good","Good","Poor"
"4ADAN199.71",2014,-80.3995,36.7024,54.1782178217822,0.85,0.02,36,-0.095,171,76.82,0.5284,"Good","Good","Good","Good","Good","Good","Good"
"4AFAL006.61",2014,-79.3799,36.6512,37.956487804878,0.455,0.015,73,-0.655,109.5,43.77,0.4405,"Poor","Poor","Good","Good","Good","Good",NA
"4AMEE017.24",2014,-79.9609,37.1256,37.956487804878,0.35,0.04,40,-0.934,130.5,52.37,0.2721,NA,NA,"Good",NA,"Good","Good",NA
"4ASRE063.69_2014",2014,-80.1617,36.8436,12.652162601626,0.225,0.02,48,-0.285,172,75.83,0.4815,"Good","Good","Good","Good","Good","Good","Good"
"4AXOH000.06",2014,-79.7426,37.3653,54.1782178217822,0.2,0.1,31,-1.432,154,72.54,0.1462,"Good","Good","Good","Poor","Good","Good","Poor"
"4AXOL000.94_2014",2014,-79.6358,37.3432,72.7931769722814,0.6,0.05,50,-2.05,115.5,61.22,0.2982,"Good","Poor","Good",NA,"Good","Good","Poor"
"4AXVV000.54",2014,-78.8444,36.837,218.379530916844,1.015,0.07,83,-1.115,135,58.53,0.3436,NA,NA,NA,"Poor","Good","Good","Poor"
"5AALN001.50",2014,-77.8339,36.7074,37.956487804878,0.28,0.025,141,-1.726,135.5,67.36,0.8015,"Good",NA,"Good",NA,NA,"Good","Poor"
"5ANTW054.10",2014,-77.208,36.94,11.4655761589404,0.655,0.05,69,NA,156,80.85,0.93,"Good","Good","Good",NA,"Good","Good",NA
"5ANTW066.95_2014",2014,-77.323,36.9882,3.8218587196468,0.575,0.045,73,NA,167.5,88.14,0.8906,"Good","Good","Good",NA,"Good","Good",NA
"5AOTR004.21_2014",2014,-77.072,37.1135,18.978243902439,0.88,0.05,51,NA,163.5,61.27,2.101,"Good","Good","Good",NA,"Good","Poor",NA
"5ARYC003.04",2014,-77.7524,37.0041,54.1782178217822,0.33,0.07,73,-1.226,113,43.18,0.8216,"Poor","Poor","Good","Poor","Good","Good","Poor"
"6ACNW000.07",2014,-82.2091,37.3507,54.1782178217822,0.61,0.015,583,-0.07,143,43.94,0.9193,"Poor",NA,"Good","Good","Poor","Good","Good"
"6ARLF000.06_2014",2014,-82.4412,37.115,72.7931769722814,0.16,0.006,116,-0.496,142,71.61,0.2728,"Good",NA,"Good","Good",NA,"Good","Good"
"6BCLN320.68",2014,-81.7853,37.0923,24.9902078651685,0.815,0.016,186,-1.257,148.5,64.42,0.2464,"Good",NA,"Good","Good",NA,"Good","Poor"
"6BHAR002.41",2014,-83.2583,36.6656,54.1782178217822,1.255,0.01,145,0.044,164.5,57.36,0.09249,NA,"Good",NA,"Good",NA,"Good","Good"
"6CGAS000.45",2014,-82.1576,36.742,54.1782178217822,0.655,0.011,186,-0.209,150.5,73.41,0.0986,"Good","Good","Good","Good",NA,"Good","Good"
"6CSPO001.45",2014,-82.0047,36.647,54.1782178217822,0.815,0.01,199,-0.544,144.5,77.31,0.234,"Good",NA,"Good","Good",NA,"Good",NA
"6CSTC000.20",2014,-81.6495,36.7521,54.1782178217822,1.08,0.02,138,-1.134,149.5,68.79,0.2386,"Good",NA,NA,"Good",NA,"Good","Poor"
"8-FRK005.53",2014,-78.0209,37.9107,218.379530916844,0.285,0.02,90,0.149,156.5,59.65,0.6092,NA,"Good","Good","Good","Good","Good","Good"
"8-SAR028.79",2014,-77.6899,37.7583,24.9902078651685,0.49,0.04,84,-0.113,147,70.14,0.4665,"Good",NA,"Good",NA,"Good","Good","Good"
"9-LRR012.30_2014",2014,-81.4593,37.2569,72.7931769722814,0.185,0.015,175,-1.75,94,41.52,0.1707,"Poor","Poor","Good","Good",NA,"Good","Poor"
"9-LRV012.98",2014,-80.533,37.0191,11.4655761589404,0.47,0.015,53,NA,153.5,67.39,0.3793,"Good","Good","Good","Good","Good","Good",NA
"9-LVR007.16",2014,-81.0294,36.5681,24.9902078651685,0.925,0.025,79,0.066,167.5,70.27,0.6422,"Good","Good","Good",NA,"Good","Good","Good"
"9-RHC002.85",2014,-80.807,37.4008,24.9902078651685,0.885,0.025,131,0.682,152,58.85,0.2201,NA,"Good","Good",NA,NA,"Good",NA
"1ABAR038.57",2015,-78.218,39.318,24.9902078651685,1.04,0.06,107,0.158992089721802,162,69.49,0.5189,"Good","Good",NA,"Poor",NA,"Good","Good"
"1AHOC002.83",2015,-78.2345,39.275,37.956487804878,1.22,0.05,176,0.278405139294755,142,63.59,0.2932,"Good",NA,NA,NA,NA,"Good","Good"
"1AKET003.77",2015,-77.5571,38.708,37.956487804878,1.16,0.09,207,1.55743010457753,164.5,63.185,0.4401,"Good","Good",NA,"Poor",NA,"Good",NA
"1BCDR027.48",2015,-78.4474,39.0446,37.956487804878,0.49,0.03,76,0.436745879230881,165.5,72.2,0.5325,"Good","Good","Good",NA,"Good","Good","Good"
"2AGOC000.54",2015,-79.565,37.9356,218.379530916844,0.37,0.04,25,-0.152982944939677,177,72.495,0.4935,"Good","Good","Good",NA,"Good","Good","Good"
"2BBUF000.25",2015,-78.898,37.6197,24.9902078651685,0.43,0.04,67,-1.21238478010678,118,63.68,0.5705,"Good","Poor","Good",NA,"Good","Good","Poor"
"2BHAZ008.51",2015,-79.1515,37.4962,37.956487804878,0.82,0.08,58,-0.656977558317143,103.5,64.155,0.5666,"Good","Poor","Good","Poor","Good","Good",NA
"2BXAW001.16",2015,-78.0724,37.5133,218.379530916844,0.72,0.05,100,-1.21732386086219,132,59.74,0.5248,NA,NA,"Good",NA,"Good","Good","Poor"
