"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"Region","Year 2006","VSCIVCPMI","65Pct",28,68.0079651318277,"",64.6448317032829,70.7822243116666
"Region","Year 2006","VSCIVCPMI","70Pct",28,68.035539266643,"",66.7083129072306,71.4606091367359
"Region","Year 2006","VSCIVCPMI","75Pct",33,69.775872108571,"",67.6352598038924,74.2387799042615
"Region","Year 2006","VSCIVCPMI","80Pct",35,70.8568626154613,"",68.0164443537125,75.0910735993232
"Region","Year 2006","VSCIVCPMI","85Pct",36,71.6358362034574,"",68.7111282469243,75.2572692006973
"Region","Year 2006","VSCIVCPMI","90Pct",41,74.2546405074622,"",70.7777839968457,86.29745305
"Region","Year 2006","VSCIVCPMI","95Pct",43,75.1964582141778,"",71.4322109310178,86.29745305
"Region","Year 2006","VSCIVCPMI","99Pct",45,80.9328403492486,"",75.2935559513037,86.29745305
"Region","Year 2006","VSCIVCPMI","Mean",47,57.7846728565218,"2.75386794902706",52.3871908582495,63.182154854794
"Region","Year 2006","VSCIVCPMI","Variance",47,289.900667774589,"57.0518829206707",178.081031999878,401.720303549299
"Region","Year 2006","VSCIVCPMI","Std. Deviation",47,17.0264696215801,"1.67538791624662",13.7427696456031,20.310169597557
"Region","Year 2007","VSCIVCPMI","1Pct",1,26.95628076,"",26.95628076,37.7358567950347
"Region","Year 2007","VSCIVCPMI","5Pct",1,26.95628076,"",26.95628076,44.8196850777062
"Region","Year 2007","VSCIVCPMI","10Pct",1,33.1906426872971,"",26.95628076,47.0113997258498
"Region","Year 2007","VSCIVCPMI","15Pct",3,42.5450336310223,"",26.95628076,52.44875922117
"Region","Year 2007","VSCIVCPMI","20Pct",6,46.9950699472516,"",26.95628076,54.2995562795448
"Region","Year 2007","VSCIVCPMI","25Pct",9,49.4410670852787,"",34.535655798789,55.1762333803011
"Region","Year 2007","VSCIVCPMI","30Pct",13,53.1556596888817,"",42.8394133848353,56.1461264557052
"Region","Year 2007","VSCIVCPMI","35Pct",15,54.3492499410899,"",46.997202436739,59.62555603285
"Region","Year 2007","VSCIVCPMI","40Pct",17,55.5377043406239,"",47.1693683669677,60.0335381121628
"Region","Year 2007","VSCIVCPMI","45Pct",18,56.1986992882023,"",52.3574735127905,61.8074229170011
"Region","Year 2007","VSCIVCPMI","50Pct",21,59.634033076735,"",54.2690937450732,65.1268511062529
"Region","Year 2007","VSCIVCPMI","55Pct",21,59.9620131331846,"",54.5849041823074,65.5346055878045
"Region","Year 2007","VSCIVCPMI","60Pct",24,61.4994519102702,"",55.9298588859928,67.8328370393552
"Region","Year 2007","VSCIVCPMI","65Pct",28,65.059966640187,"",58.4722731593331,70.8933493682815
"Region","Year 2007","VSCIVCPMI","70Pct",29,65.3082140851369,"",60.0072824887358,73.2087202119615
"Region","Year 2007","VSCIVCPMI","75Pct",32,66.6373830421642,"",62.3340169875196,74.3860240605539
"Region","Year 2007","VSCIVCPMI","80Pct",38,70.170456054841,"",65.1330456719454,77.7697589596996
"Region","Year 2007","VSCIVCPMI","85Pct",43,73.4162377497699,"",65.6611701460633,79.5669473743374
"Region","Year 2007","VSCIVCPMI","90Pct",43,74.9197187014178,"",67.613666253279,86.0234306
"Region","Year 2007","VSCIVCPMI","95Pct",45,78.3506771448355,"",73.1499869033777,86.0234306
"Region","Year 2007","VSCIVCPMI","99Pct",46,79.8979079508303,"",79.0666576710684,86.0234306
"Region","Year 2007","VSCIVCPMI","Mean",48,58.1272154110303,"2.58032128049274",53.0698786327222,63.1845521893383
"Region","Year 2007","VSCIVCPMI","Variance",48,192.640329366656,"53.8839821661187",87.0296649774645,298.250993755847
"Region","Year 2007","VSCIVCPMI","Std. Deviation",48,13.8794931235494,"1.94113652733807",10.0749354408917,17.6840508062072
"Region","Year 2008","VSCIVCPMI","1Pct",1,39.11,"",39.11,40.7940314583264
"Region","Year 2008","VSCIVCPMI","5Pct",3,42.3384479096563,"",39.11,44.4724280905534
"Region","Year 2008","VSCIVCPMI","10Pct",5,44.7075031347763,"",41.3525925394221,48.1207374902537
"Region","Year 2008","VSCIVCPMI","15Pct",7,47.0504513404594,"",41.9745965438113,55.6627997900417
"Region","Year 2008","VSCIVCPMI","20Pct",10,48.595927965264,"",44.083611063067,57.9885505129758
"Region","Year 2008","VSCIVCPMI","25Pct",12,55.3020072737888,"",45.0286945759657,60.513851729663
"Region","Year 2008","VSCIVCPMI","30Pct",13,56.2739717422294,"",47.61744915107,63.5646236415735
"Region","Year 2008","VSCIVCPMI","35Pct",15,58.8102333625984,"",48.6046117527628,68.1922761126714
"Region","Year 2008","VSCIVCPMI","40Pct",19,60.8071242551818,"",54.9171177837659,69.8076626286514
"Region","Year 2008","VSCIVCPMI","45Pct",24,64.8253460722775,"",56.1640055985583,71.7604624380803
"Region","Year 2008","VSCIVCPMI","50Pct",28,68.2367814711216,"",58.705443088096,75.0423562103871
"Region","Year 2008","VSCIVCPMI","55Pct",31,69.8001057068297,"",60.2576320832779,76.2261035212154
"Region","Year 2008","VSCIVCPMI","60Pct",33,71.2759392668386,"",62.1103018820803,76.9468610231996
"Region","Year 2008","VSCIVCPMI","65Pct",36,74.6229768740123,"",66.30173097715,77.7768531308004
"Region","Year 2008","VSCIVCPMI","70Pct",38,76.0621207494387,"",69.7567722884243,78.1672925453266
"Region","Year 2008","VSCIVCPMI","75Pct",39,76.727170125839,"",69.8842144061739,79.0387979689132
"Region","Year 2008","VSCIVCPMI","80Pct",40,77.4672518527973,"",74.3712707367877,80.3621310986287
"Region","Year 2008","VSCIVCPMI","85Pct",41,78.0260328458853,"",76.0531797249974,81.2875766
"Region","Year 2008","VSCIVCPMI","90Pct",42,78.6886967210536,"",77.0190498622949,81.2875766
"Region","Year 2008","VSCIVCPMI","95Pct",44,80.2231504288008,"",78.1062846572341,81.2875766
"Region","Year 2008","VSCIVCPMI","99Pct",44,81.0746913657602,"",78.6335134198157,81.2875766
"Region","Year 2008","VSCIVCPMI","Mean",45,64.8739031264929,"2.22403353890633",60.5148774898273,69.2329287631585
"Region","Year 2008","VSCIVCPMI","Variance",45,169.536405875072,"19.9535635038435",130.428140044306,208.644671705838
"Region","Year 2008","VSCIVCPMI","Std. Deviation",45,13.0206146504331,"0.766229707258091",11.5188320203225,14.5223972805436
"Region","Year 2009","VSCIVCPMI","1Pct",1,32.09,"",32.09,38.1198422020307
"Region","Year 2009","VSCIVCPMI","5Pct",2,38.2354851986472,"",32.09,39.2461497385208
"Region","Year 2009","VSCIVCPMI","10Pct",2,39.4012935904845,"",38.2811504750814,45.3046639984127
"Region","Year 2009","VSCIVCPMI","15Pct",5,45.6939788922235,"",36.1531734652072,52.4011491328626
"Region","Year 2009","VSCIVCPMI","20Pct",8,50.6941876928748,"",38.7415530757638,54.1389668882152
"Region","Year 2009","VSCIVCPMI","25Pct",8,51.2088796956541,"",41.4288015089772,55.3545114362218
"Region","Year 2009","VSCIVCPMI","30Pct",11,53.6847371801377,"",43.2117142441335,57.1842222592333
"Region","Year 2009","VSCIVCPMI","35Pct",13,54.6611858677929,"",50.5351159211639,58.626298561835
"Region","Year 2009","VSCIVCPMI","40Pct",14,55.8512502917246,"",50.9814079163891,61.6350229792689
"Region","Year 2009","VSCIVCPMI","45Pct",14,56.9178409480864,"",52.8029349985041,66.1070642489093
"Region","Year 2009","VSCIVCPMI","50Pct",16,58.2600466898639,"",54.2608199295453,70.3157586239863
"Region","Year 2009","VSCIVCPMI","55Pct",20,61.1224924321936,"",55.5540558903452,71.3716930741886
"Region","Year 2009","VSCIVCPMI","60Pct",23,64.2149731056167,"",56.6371745658853,72.7425379554562
"Region","Year 2009","VSCIVCPMI","65Pct",28,69.8767216528227,"",57.9829931224653,76.4022914638123
"Region","Year 2009","VSCIVCPMI","70Pct",31,71.1929240460485,"",60.5105130931008,80.6407644652528
"Region","Year 2009","VSCIVCPMI","75Pct",34,71.8459447757787,"",62.5246270910676,82.1392630756036
"Region","Year 2009","VSCIVCPMI","80Pct",38,75.2104295133711,"",69.333135369181,83.7658490491778
"Region","Year 2009","VSCIVCPMI","85Pct",41,80.2480237566627,"",71.1219044384616,84.8
"Region","Year 2009","VSCIVCPMI","90Pct",41,81.8820158377751,"",71.64125253101,84.8
"Region","Year 2009","VSCIVCPMI","95Pct",42,83.3830467152403,"",77.2444486782328,84.8
"Region","Year 2009","VSCIVCPMI","99Pct",42,84.5166093430481,"",80.3673128437174,84.8
"Region","Year 2009","VSCIVCPMI","Mean",43,61.8520102817046,"2.8074769021825",56.3494566659988,67.3545638974104
"Region","Year 2009","VSCIVCPMI","Variance",43,205.10205339994,"39.9391570237989",126.822744060404,283.381362739476
"Region","Year 2009","VSCIVCPMI","Std. Deviation",43,14.3213844791605,"1.39438882748786",11.5884325968393,17.0543363614818
"Region","Year 2010","VSCIVCPMI","1Pct",1,37.88361766,"",37.88361766,49.0902332078831
"Region","Year 2010","VSCIVCPMI","5Pct",3,50.3775493080346,"",37.88361766,54.3456503261207
"Region","Year 2010","VSCIVCPMI","10Pct",6,54.3323145451955,"",49.1440227416322,59.3496890100643
"Region","Year 2010","VSCIVCPMI","15Pct",8,57.5501795747583,"",51.2729686197987,60.4244819754181
"Region","Year 2010","VSCIVCPMI","20Pct",10,59.881235290656,"",54.2538775177019,61.3108606150056
"Region","Year 2010","VSCIVCPMI","25Pct",11,60.5696478508506,"",55.2942761062899,61.929466972977
"Region","Year 2010","VSCIVCPMI","30Pct",12,61.2688458793713,"",58.5919031313753,62.4248976286116
"Region","Year 2010","VSCIVCPMI","35Pct",14,61.831372801215,"",59.9121481258674,64.0413802109467
"Region","Year 2010","VSCIVCPMI","40Pct",14,62.1317293945625,"",60.5813771979069,67.212491640244
"Region","Year 2010","VSCIVCPMI","45Pct",15,62.470775543075,"",60.8937858806555,67.953419755363
"Region","Year 2010","VSCIVCPMI","50Pct",18,64.121754136195,"",61.5685310604642,68.3310249546368
"Region","Year 2010","VSCIVCPMI","55Pct",21,67.2303970854434,"",61.9173218700601,68.774835615176
"Region","Year 2010","VSCIVCPMI","60Pct",23,67.775329767976,"",62.1956036941075,69.0613329754238
"Region","Year 2010","VSCIVCPMI","65Pct",23,68.1098433599925,"",62.5482275676607,70.3303813205207
"Region","Year 2010","VSCIVCPMI","70Pct",24,68.4851801610606,"",67.2416484516024,70.6318151899742
"Region","Year 2010","VSCIVCPMI","75Pct",24,68.8909491546839,"",67.7753959876185,72.3077625110813
"Region","Year 2010","VSCIVCPMI","80Pct",26,69.33557977709,"",68.4547701839085,72.7715688877866
"Region","Year 2010","VSCIVCPMI","85Pct",29,70.6538093449235,"",68.9761003909292,76.5208704525569
"Region","Year 2010","VSCIVCPMI","90Pct",32,72.3089804183433,"",70.171784736979,77.6863273773347
"Region","Year 2010","VSCIVCPMI","95Pct",34,76.599992469826,"",72.1276694903833,81.90945824
"Region","Year 2010","VSCIVCPMI","99Pct",38,78.9818405400448,"",77.7055567850333,81.90945824
"Region","Year 2010","VSCIVCPMI","Mean",39,64.7069236471428,"0.959180077339442",62.8269652408692,66.5868820534165
"Region","Year 2010","VSCIVCPMI","Variance",39,56.0894817781969,"11.0229089138769",34.4849773021326,77.6939862542611
"Region","Year 2010","VSCIVCPMI","Std. Deviation",39,7.48929113990082,"0.735911363837225",6.0469313709661,8.93165090883553
"Region","Year 2011","VSCIVCPMI","1Pct",1,28.65,"",28.65,34.0104389399066
"Region","Year 2011","VSCIVCPMI","5Pct",2,34.684265519621,"",28.65,42.9711108455793
"Region","Year 2011","VSCIVCPMI","10Pct",4,44.0015264657996,"",34.3581740769856,48.8737565543571
"Region","Year 2011","VSCIVCPMI","15Pct",5,48.6794617073816,"",33.8405719760809,52.3894749982145
"Region","Year 2011","VSCIVCPMI","20Pct",6,49.5314855980539,"",41.3042368566016,56.0561759453656
"Region","Year 2011","VSCIVCPMI","25Pct",8,51.3493075083239,"",44.9956346393062,61.7826512321492
"Region","Year 2011","VSCIVCPMI","30Pct",8,54.1947372973713,"",48.8748087825232,63.5100890527033
"Region","Year 2011","VSCIVCPMI","35Pct",13,59.8183933345327,"",49.3698662944197,66.2893425838651
"Region","Year 2011","VSCIVCPMI","40Pct",17,62.1633213480225,"",50.8000894271023,68.2223884347492
"Region","Year 2011","VSCIVCPMI","45Pct",20,63.721337436727,"",53.5161944408372,68.7241754768843
"Region","Year 2011","VSCIVCPMI","50Pct",20,64.9827135287789,"",59.2327759847136,69.0407743286135
"Region","Year 2011","VSCIVCPMI","55Pct",25,67.6864741808911,"",61.538514379201,71.4251906415187
"Region","Year 2011","VSCIVCPMI","60Pct",26,68.7202892062283,"",63.2951543643411,71.792878772197
"Region","Year 2011","VSCIVCPMI","65Pct",27,68.8092777077214,"",64.8957412844022,73.5861795974326
"Region","Year 2011","VSCIVCPMI","70Pct",30,70.1216172215311,"",67.8399737171407,75.0080868686875
"Region","Year 2011","VSCIVCPMI","75Pct",34,71.6596277340609,"",68.7212577033602,75.9513078250796
"Region","Year 2011","VSCIVCPMI","80Pct",35,72.8308473032425,"",69.4733525909065,76.1560618290361
"Region","Year 2011","VSCIVCPMI","85Pct",39,75.0379137927929,"",71.4324152770066,76.2560525766097
"Region","Year 2011","VSCIVCPMI","90Pct",41,76.0177784145876,"",71.8735017466736,81.435
"Region","Year 2011","VSCIVCPMI","95Pct",42,76.1997189095715,"",74.9568392886221,81.435
"Region","Year 2011","VSCIVCPMI","99Pct",43,78.7362419919586,"",76.2164376436205,81.435
"Region","Year 2011","VSCIVCPMI","Mean",44,62.7318299088908,"1.74112280292196",59.3192919225023,66.1443678952792
"Region","Year 2011","VSCIVCPMI","Variance",44,141.106245557424,"24.2509496766215",93.5752576003522,188.637233514495
"Region","Year 2011","VSCIVCPMI","Std. Deviation",44,11.8788149896117,"1.02076468476988",9.87815297077235,13.8794770084511
"Region","Year 2012","VSCIVCPMI","1Pct",1,15.8967343,"",15.8967343,19.8484732459792
"Region","Year 2012","VSCIVCPMI","5Pct",1,22.2084374948136,"",16.4184876020985,27.9983873875287
"Region","Year 2012","VSCIVCPMI","10Pct",2,36.386633686343,"",15.8967343,38.6922062146529
"Region","Year 2012","VSCIVCPMI","15Pct",4,38.2703239755043,"",18.7744329680064,39.8794921821247
"Region","Year 2012","VSCIVCPMI","20Pct",5,38.5949013566388,"",21.5618677457791,46.4656943874575
"Region","Year 2012","VSCIVCPMI","25Pct",5,38.9819330385219,"",35.3962843614026,47.119068273453
"Region","Year 2012","VSCIVCPMI","30Pct",8,44.3358664051198,"",38.1491566916241,49.6203468175941
"Region","Year 2012","VSCIVCPMI","35Pct",10,46.4273264475983,"",38.4615742726797,50.8592099577321
"Region","Year 2012","VSCIVCPMI","40Pct",11,47.0904578269889,"",38.7766868833845,55.7488222929198
"Region","Year 2012","VSCIVCPMI","45Pct",11,47.9036515496006,"",41.2158711690994,58.9377849211905
"Region","Year 2012","VSCIVCPMI","50Pct",14,50.5424135560871,"",46.13416865703,63.6238869778355
"Region","Year 2012","VSCIVCPMI","55Pct",16,53.5273759375893,"",46.7435627713828,69.6718990761144
"Region","Year 2012","VSCIVCPMI","60Pct",20,56.8896742397676,"",47.6204610979755,73.5071018141644
"Region","Year 2012","VSCIVCPMI","65Pct",24,60.248734139424,"",50.3253853924061,74.1264616200048
"Region","Year 2012","VSCIVCPMI","70Pct",29,68.3874365171274,"",53.0053576339039,77.4856661320239
"Region","Year 2012","VSCIVCPMI","75Pct",33,73.2125569278114,"",56.4455275693542,79.0289317383172
"Region","Year 2012","VSCIVCPMI","80Pct",36,74.1174972235921,"",59.3470965540362,80.8423761228882
"Region","Year 2012","VSCIVCPMI","85Pct",37,75.4346412226693,"",68.7635483664728,81.7213451796239
"Region","Year 2012","VSCIVCPMI","90Pct",39,78.7809297189939,"",73.309356201711,82.06
"Region","Year 2012","VSCIVCPMI","95Pct",41,80.4124522899656,"",74.1498143831845,82.06
"Region","Year 2012","VSCIVCPMI","99Pct",41,81.7304904579931,"",78.2339110868357,82.06
"Region","Year 2012","VSCIVCPMI","Mean",42,54.9733381351077,"3.35405292856224",48.3995151928846,61.5471610773307
"Region","Year 2012","VSCIVCPMI","Variance",42,290.13835223735,"43.3236600423871",205.225538875814,375.051165598886
"Region","Year 2012","VSCIVCPMI","Std. Deviation",42,17.0334480431106,"1.27172313945883",14.5409164914651,19.5259795947562
"Region","Year 2013","VSCIVCPMI","1Pct",1,24.08,"",24.08,41.6759839082531
"Region","Year 2013","VSCIVCPMI","5Pct",1,24.08,"",24.08,46.0022007372365
"Region","Year 2013","VSCIVCPMI","10Pct",2,37.3556646382003,"",24.08,50.722672022363
"Region","Year 2013","VSCIVCPMI","15Pct",2,41.8466862334696,"",24.08,50.8729820124567
"Region","Year 2013","VSCIVCPMI","20Pct",4,49.5587322709392,"",24.08,53.7213258553809
"Region","Year 2013","VSCIVCPMI","25Pct",5,50.7805532043748,"",27.1172589884058,56.045347539866
"Region","Year 2013","VSCIVCPMI","30Pct",6,51.7047227569673,"",38.2854017063807,59.380364145262
"Region","Year 2013","VSCIVCPMI","35Pct",9,52.6617442496268,"",42.7095051857198,61.1603613316221
"Region","Year 2013","VSCIVCPMI","40Pct",13,55.3479966638986,"",50.6521741019981,61.7084853536764
"Region","Year 2013","VSCIVCPMI","45Pct",16,56.5573426172367,"",50.7988307565898,62.129781838919
"Region","Year 2013","VSCIVCPMI","50Pct",19,60.4234297266038,"",51.7780898346207,63.6822670672791
"Region","Year 2013","VSCIVCPMI","55Pct",21,61.240710868827,"",53.0215116425602,65.7927966422236
"Region","Year 2013","VSCIVCPMI","60Pct",23,61.719987209696,"",55.3761893944447,68.9410735705827
"Region","Year 2013","VSCIVCPMI","65Pct",25,62.3579376704141,"",57.0372150635676,71.8432295987783
"Region","Year 2013","VSCIVCPMI","70Pct",27,63.8903742630959,"",60.8698671002689,76.6411290865522
"Region","Year 2013","VSCIVCPMI","75Pct",27,66.1023699741986,"",61.6678502431504,77.1152096217805
"Region","Year 2013","VSCIVCPMI","80Pct",32,68.9477071542406,"",62.5665086625205,77.2016892197098
"Region","Year 2013","VSCIVCPMI","85Pct",37,75.5731907891606,"",64.430247215578,79.7227747438577
"Region","Year 2013","VSCIVCPMI","90Pct",39,76.7850088336582,"",67.6548022732774,81.68
"Region","Year 2013","VSCIVCPMI","95Pct",39,77.2481263930076,"",69.0537871590232,81.68
"Region","Year 2013","VSCIVCPMI","99Pct",41,80.0761508527724,"",77.2768799277539,81.68
"Region","Year 2013","VSCIVCPMI","Mean",42,57.8587129585837,"3.25205817477173",51.4847960604021,64.2326298567654
"Region","Year 2013","VSCIVCPMI","Variance",42,206.935523480113,"73.8867746648016",62.1201062032754,351.750940756951
"Region","Year 2013","VSCIVCPMI","Std. Deviation",42,14.3852536814654,"2.56814291568597",9.35178605956919,19.4187213033616
"Region","Year 2014","VSCIVCPMI","1Pct",1,37.48,"",37.48,42.6794075567769
"Region","Year 2014","VSCIVCPMI","5Pct",1,37.48,"",37.48,43.8464806737672
"Region","Year 2014","VSCIVCPMI","10Pct",1,38.0793285925369,"",37.48,54.4390662559006
"Region","Year 2014","VSCIVCPMI","15Pct",2,41.5686163882604,"",37.48,57.654627957598
"Region","Year 2014","VSCIVCPMI","20Pct",5,43.8369071653564,"",37.48,58.2936350819055
"Region","Year 2014","VSCIVCPMI","25Pct",9,54.5186458420368,"",38.2536105091246,59.0122853341151
"Region","Year 2014","VSCIVCPMI","30Pct",10,57.6899851220385,"",41.5667645642256,59.4509079216612
"Region","Year 2014","VSCIVCPMI","35Pct",10,58.3039131110271,"",43.8390832492431,60.8911570429956
"Region","Year 2014","VSCIVCPMI","40Pct",12,59.0237890909826,"",54.4164097147889,65.9962849859471
"Region","Year 2014","VSCIVCPMI","45Pct",12,59.4435689125132,"",57.6431954135958,67.1638563382294
"Region","Year 2014","VSCIVCPMI","50Pct",13,60.9060906716832,"",58.2094097943129,68.4449467314791
"Region","Year 2014","VSCIVCPMI","55Pct",17,65.3309373961979,"",59.0366663765555,70.0959286740029
"Region","Year 2014","VSCIVCPMI","60Pct",19,66.9924880250261,"",59.4603681872784,71.4955613478253
"Region","Year 2014","VSCIVCPMI","65Pct",22,68.2815881900964,"",61.2478324430225,73.0838926759532
"Region","Year 2014","VSCIVCPMI","70Pct",27,70.1029730326796,"",66.5494140919104,74.0218612987973
"Region","Year 2014","VSCIVCPMI","75Pct",29,71.5799777035427,"",67.7635924534017,76.1523806793568
"Region","Year 2014","VSCIVCPMI","80Pct",32,73.4444283274836,"",70.0954012374612,76.7901332017792
"Region","Year 2014","VSCIVCPMI","85Pct",34,74.9919111268168,"",72.0052926828111,78.3267586871114
"Region","Year 2014","VSCIVCPMI","90Pct",37,76.7831480795648,"",73.7435724428382,82.9149790992166
"Region","Year 2014","VSCIVCPMI","95Pct",39,79.8971875946229,"",76.736172273706,88.14
"Region","Year 2014","VSCIVCPMI","99Pct",42,84.4291546401792,"",79.5550990490774,88.14
"Region","Year 2014","VSCIVCPMI","Mean",44,61.5676908058566,"2.31383937881088",57.0326489573768,66.1027326543365
"Region","Year 2014","VSCIVCPMI","Variance",44,178.480970974984,"39.7449469135404",100.582306456989,256.37963549298
"Region","Year 2014","VSCIVCPMI","Std. Deviation",44,13.3596770535438,"1.4874965447985",10.4442373986109,16.2751167084766
"Region","Year 2015","VSCIVCPMI","1Pct",1,30.9688589052122,"",30.39,31.8092737477757
"Region","Year 2015","VSCIVCPMI","5Pct",1,35.0119691000415,"",33.2790397341086,36.7448984659745
"Region","Year 2015","VSCIVCPMI","10Pct",3,39.9077699277572,"",30.39,43.6773164063159
"Region","Year 2015","VSCIVCPMI","15Pct",5,41.0697780813631,"",33.7976793174608,59.1443448352666
"Region","Year 2015","VSCIVCPMI","20Pct",6,43.3194323201791,"",35.5786838134737,62.9119136728022
"Region","Year 2015","VSCIVCPMI","25Pct",9,58.9920145758031,"",39.9088322330453,63.695770229584
"Region","Year 2015","VSCIVCPMI","30Pct",9,59.6260148303686,"",41.1791317283476,63.8285647339981
"Region","Year 2015","VSCIVCPMI","35Pct",14,63.2066953899538,"",42.6711064111061,64.5870457581443
"Region","Year 2015","VSCIVCPMI","40Pct",16,63.6978752536254,"",58.6248947034801,67.0596524010087
"Region","Year 2015","VSCIVCPMI","45Pct",17,63.8618996656299,"",59.3195331466872,67.5322079505547
"Region","Year 2015","VSCIVCPMI","50Pct",21,64.5863719388281,"",62.3031046476231,69.1256835865624
"Region","Year 2015","VSCIVCPMI","55Pct",21,64.5899947974256,"",63.6824654279529,72.1949279928537
"Region","Year 2015","VSCIVCPMI","60Pct",24,67.4498957269374,"",63.7167734523222,72.3658627964961
"Region","Year 2015","VSCIVCPMI","65Pct",26,68.8585710881053,"",64.5855081327166,74.1812898332548
"Region","Year 2015","VSCIVCPMI","70Pct",33,70.2295245430618,"",64.5893231240609,78.0656374034079
"Region","Year 2015","VSCIVCPMI","75Pct",36,72.2914883546313,"",67.4231501658953,80.8923899010252
"Region","Year 2015","VSCIVCPMI","80Pct",37,72.5120806519087,"",68.8606351142151,81.719281807799
"Region","Year 2015","VSCIVCPMI","85Pct",41,77.5262836915419,"",70.8822083321134,82.3174666884362
"Region","Year 2015","VSCIVCPMI","90Pct",41,80.4354391453483,"",72.2959758352097,82.365
"Region","Year 2015","VSCIVCPMI","95Pct",42,81.7420383034083,"",76.9978133437415,82.365
"Region","Year 2015","VSCIVCPMI","99Pct",43,82.269356538072,"",81.877894347734,82.365
"Region","Year 2015","VSCIVCPMI","Mean",44,63.2911456656289,"2.55966806095579",58.2742884537781,68.3080028774798
"Region","Year 2015","VSCIVCPMI","Variance",44,187.359211392374,"40.4604130739651",108.058258967789,266.660163816959
"Region","Year 2015","VSCIVCPMI","Std. Deviation",44,13.6879220991491,"1.47796037926313",10.7911729852162,16.584671213082
"Region","Year 2016","VSCIVCPMI","1Pct",1,37.13,"",37.13,37.7291152724262
"Region","Year 2016","VSCIVCPMI","5Pct",1,37.13,"",37.13,38.9837876504945
"Region","Year 2016","VSCIVCPMI","10Pct",1,37.5551672145633,"",37.13,44.7256152592143
"Region","Year 2016","VSCIVCPMI","15Pct",2,38.8724166540899,"",37.13,47.5254263051856
"Region","Year 2016","VSCIVCPMI","20Pct",4,44.696218475835,"",37.13,51.9746516648999
"Region","Year 2016","VSCIVCPMI","25Pct",6,46.8569307447614,"",37.4515296226077,54.7915636710073
"Region","Year 2016","VSCIVCPMI","30Pct",7,48.0714640755984,"",37.899303656854,56.7954497062039
"Region","Year 2016","VSCIVCPMI","35Pct",10,51.6736516638898,"",40.4813611492681,58.7368863776138
"Region","Year 2016","VSCIVCPMI","40Pct",15,54.7107939260728,"",46.2987495362965,58.9435824853112
"Region","Year 2016","VSCIVCPMI","45Pct",19,55.7730668318511,"",47.4694152528359,62.6359430763437
"Region","Year 2016","VSCIVCPMI","50Pct",23,58.3505734798917,"",51.3058591310726,65.146971761422
"Region","Year 2016","VSCIVCPMI","55Pct",24,58.7869818516573,"",54.1004154706406,66.3143315137618
"Region","Year 2016","VSCIVCPMI","60Pct",28,61.5593988650871,"",55.5048991635679,67.7294517227242
"Region","Year 2016","VSCIVCPMI","65Pct",32,64.8734388847463,"",57.6940330237429,67.8769968835064
"Region","Year 2016","VSCIVCPMI","70Pct",32,65.9658037115882,"",58.7666025761948,72.8189677381042
"Region","Year 2016","VSCIVCPMI","75Pct",35,67.6824759073281,"",61.5489809573291,73.8802472882251
"Region","Year 2016","VSCIVCPMI","80Pct",36,67.8439115156173,"",64.6508541745513,74.2249121069409
"Region","Year 2016","VSCIVCPMI","85Pct",40,71.1361909747995,"",66.5187117824859,74.4037839491945
"Region","Year 2016","VSCIVCPMI","90Pct",43,73.8578875149551,"",67.7529964286457,74.53
"Region","Year 2016","VSCIVCPMI","95Pct",43,74.1939437574775,"",67.8849428086566,74.53
"Region","Year 2016","VSCIVCPMI","99Pct",43,74.4627887514955,"",71.1593947056947,74.53
"Region","Year 2016","VSCIVCPMI","Mean",45,57.1259117567434,"2.33772409168262",52.5440567312538,61.7077667822329
"Region","Year 2016","VSCIVCPMI","Variance",45,149.644498315409,"25.5669788570136",99.5341405621657,199.754856068653
"Region","Year 2016","VSCIVCPMI","Std. Deviation",45,12.2329268090433,"1.04500661436611",10.1847514812795,14.281102136807
"Region","Phase One 2001-2007","VSCIVCPMI","1Pct",1,14.8669436316519,"",14.15835219,22.0824616204848
"Region","Phase One 2001-2007","VSCIVCPMI","5Pct",9,29.4891515116387,"",21.5494789205612,36.4077975290859
"Region","Phase One 2001-2007","VSCIVCPMI","10Pct",22,38.8785728442312,"",33.1599763725361,42.2884327205533
"Region","Phase One 2001-2007","VSCIVCPMI","15Pct",44,43.1368541728269,"",39.2119305169293,45.9994306333958
"Region","Phase One 2001-2007","VSCIVCPMI","20Pct",59,46.0854146207111,"",43.0842412066206,48.536423785974
"Region","Phase One 2001-2007","VSCIVCPMI","25Pct",77,48.5209530662299,"",46.031030241191,52.6812619514032
"Region","Phase One 2001-2007","VSCIVCPMI","30Pct",99,52.4470943924182,"",48.024746606126,54.7332534846302
"Region","Phase One 2001-2007","VSCIVCPMI","35Pct",114,54.6826879894931,"",51.2488827974336,56.6670468646023
"Region","Phase One 2001-2007","VSCIVCPMI","40Pct",133,56.4189719772238,"",54.5441562333079,60.0390031619039
"Region","Phase One 2001-2007","VSCIVCPMI","45Pct",160,59.9355041731514,"",56.2633214584868,61.9357380282247
"Region","Phase One 2001-2007","VSCIVCPMI","50Pct",182,61.3017740950802,"",59.6138523379035,63.6664116965974
"Region","Phase One 2001-2007","VSCIVCPMI","55Pct",210,63.5381971354268,"",61.1962335334603,65.6794905823056
"Region","Phase One 2001-2007","VSCIVCPMI","60Pct",232,65.6079147281629,"",63.5360114413452,67.3539507016386
